Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	8	0.16	0.3885714285714286	0.2697	0.5586642857142857	0.3896118846408242	9.894856441763443
KEGG_APOPTOSIS	8	0.88	0.9310848484848484	0.9808	1.0	0.016891332215630907	14.500000000000007
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	9	0.5	0.705704	0.3	0.58	0.4118476737797862	15.897039139338302
KEGG_CALCIUM_SIGNALING_PATHWAY	9	0.3	0.5368421052631579	1.0	1.0	0.0786162899316629	1.8653107673097145
KEGG_AXON_GUIDANCE	9	1.0	1.0	0.8	0.8923076923076924	0.2781763627547206	14.79549751386833
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	9	0.4	0.591304347826087	0.2	0.509675	0.5345955415237822	14.37047716499952
KEGG_HEMATOPOIETIC_CELL_LINEAGE	9	0.1	0.3885714285714286	0.2	0.509675	0.5590303388373056	9.911670004206986
KEGG_CHEMOKINE_SIGNALING_PATHWAY	9	0.069	0.3351428571428572	0.2	0.509675	0.18987886819281302	15.82452034390818
KEGG_P53_SIGNALING_PATHWAY	10	0.0471	0.28163333333333335	0.2	0.509675	0.495130264741987	8.89663170174242
KEGG_FOCAL_ADHESION	10	0.2851	0.5368421052631579	0.9	0.9666666666666667	0.10320992602352996	4.549962424633369
KEGG_SMALL_CELL_LUNG_CANCER	10	0.9037	0.9310848484848484	0.9	0.9666666666666667	0.13256542961423673	10.149040687816358
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	10	0.7764	0.9066666666666667	0.8	0.8923076923076924	0.03287380797660618	12.396631701742404
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	10	0.6905	0.8628714285714286	0.9	0.9666666666666667	0.13485026694997485	8.950037575366633
KEGG_MAPK_SIGNALING_PATHWAY	11	1.0	1.0	0.7	0.8458333333333333	0.3339264231436283	13.964566058433196
KEGG_ENDOCYTOSIS	12	0.1	0.3885714285714286	0.4	0.6925882352941177	0.31488442398593464	17.79053524577144
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	18	1.0E-4	0.0017000000000000001	8.0E-4	0.011600000000000001	0.6042226322843255	9.006194605152364
KEGG_PATHWAYS_IN_CANCER	23	0.3	0.5368421052631579	1.0	1.0	0.17040018302450138	7.104498053412913
